Year,Area,Street,Street 2,Strange HTML
2012,,"Chester  Rd,  Kingshurst","Chester Rd, Kingshurst",
2012,,"Churchill  Rd,  Solihull","Churchill Rd, Solihull",
2012,,Clopton  Crescent,Clopton Crescent,
2012,,Clopton  Crescent,Clopton Crescent,
2012,,"Cooks  Ln,  Chelmsley  Wood","Cooks Ln, Chelmsley Wood",
2012,,Drury  Ln,Drury Ln,
2012,,"Drury  Ln  ,Solihull.","Drury Ln ,Solihull.",
2012,,Farthings  Ph      Green  Ln,Farthings Ph   Green Ln,
2012,,"Forth  Drive,  Chelmsley  Wood","Forth Drive, Chelmsley Wood",
2012,,"Glebe  Rd,  Solihull","Glebe Rd, Solihull",
2012,,"Green  Ln  ,  Shirley","Green Ln , Shirley",
2012,,"Greville  Pub,  Solihull,  Birmingham","Greville Pub, Solihull, Birmingham",
2012,,Harvester  Pub  Solihull,Harvester Pub Solihull,
2012,,Heaton  Rd  Solihull,Heaton Rd Solihull,
2012,,Helmsford  Drive,Helmsford Drive,
2012,,Helmswood  Drive,Helmswood Drive,
2012,,High  St  Knowle,High St Knowle,
2012,,High  St  Solihull,High St Solihull,
2012,,High  St  Solihull,High St Solihull,
2012,,High  St  Solihull,High St Solihull,
2012,,High  St  Solihull,High St Solihull,
2012,,"High  St,  Solihull","High St, Solihull",
2012,,"High  St,  Solihull","High St, Solihull",
2012,,"High  St,  Solihull","High St, Solihull",
2012,,High  St,High St,
2012,,High  St,High St,
2012,,High  St,High St,
2012,,High  St,High St,
2012,,High  St,High St,
2012,,High  St    Os  Hogs  Head,High St  Os Hogs Head,
2012,,"High  St  ,  Solihull","High St , Solihull",
2012,,High  St  Solihull,High St Solihull,
2012,,High  St  Solihull,High St Solihull,
2012,,High  St  Solihull,High St Solihull,
2012,,"High  St,  Solihull","High St, Solihull",
2012,,Homer  Rd,Homer Rd,
2012,,Homer  Rd,Homer Rd,
2012,,Homer  Rd  Solihull,Homer Rd Solihull,
2012,,Hurst  Ln  North  J/W  Green  Ln,Hurst Ln North J/W Green Ln,
2012,,"Kilcote  Rd,  Shirley","Kilcote Rd, Shirley",
2012,,Knowle  Park,Knowle Park,
2012,,"Lode  Ln,  Solihull,  Birmingham","Lode Ln, Solihull, Birmingham",
2012,,London  Rd,London Rd,
2012,,M42,M42,
2012,,Mc  Donalds  High  St  Solihull,Mc Donalds High St Solihull,
2012,,Mell  Square,Mell Square,
2012,,"Mortons,  Dickens  Heath,  Solihull","Mortons, Dickens Heath, Solihull",
2012,,Nec,Nec,
2012,,"O/S  Bangor  House,  Forth  Drive,  Chelmsley  Wood","O/S Bangor House, Forth Drive, Chelmsley Wood",
2012,,"O/S  Hoggs  Head  Ph,  Poplar  Rd,  Solihull","O/S Hoggs Head Ph, Poplar Rd, Solihull",
2012,,O/S  Hoggs  Head  Poplar  Way  Solihull,O/S Hoggs Head Poplar Way Solihull,
2012,,"O/S  Kings  High  St,  Solihull","O/S Kings High St, Solihull",
2012,,"O/S  Kings,  Solihull","O/S Kings, Solihull",
2012,,"O/S  Langley  Hall  Social  Club,  Langley  Hall  Rd,  Olton","O/S Langley Hall Social Club, Langley Hall Rd, Olton",
2012,,O/S  Touchwood  Ctr  Poplar  Rd  Solihull,O/S Touchwood Ctr Poplar Rd Solihull,
2012,,Olton  Railway  Station,Olton Railway Station,
2012,,Olton  Tavern,Olton Tavern,
2012,,"Os  Assembly  Rooms,  Poplar  Rd,  Solihull","Os Assembly Rooms, Poplar Rd, Solihull",
2012,,"Os  Masons  Ph,  High  St  Solihull","Os Masons Ph, High St Solihull",
2012,,Os  Solihull  Hospital,Os Solihull Hospital,
2012,,Os  Solihull  Hospital,Os Solihull Hospital,
2012,,Os  Solihull  Hospital,Os Solihull Hospital,
2012,,Outside  The  Waterside  Bar,Outside The Waterside Bar,
2012,,Pine  Square  Chelsmley  Wood,Pine Square Chelsmley Wood,
2012,,"Plume  Of  Feathers  Public  House,  Statford  Rd,  Shirley","Plume Of Feathers Public House, Statford Rd, Shirley",
2012,,"Poplar  Ave  ,Solihull.","Poplar Ave ,Solihull.",
2012,,Poplar  Rd,Poplar Rd,
2012,,Poplar  Rd  Solihull,Poplar Rd Solihull,
2012,,Poplar  Rd  Solihull  Town  Cebtre,Poplar Rd Solihull Town Cebtre,
2012,,Poplar  Rd  Solihull  Town  Ctr,Poplar Rd Solihull Town Ctr,
2012,,Poplar  Rd  Town  Ctr  Solihull,Poplar Rd Town Ctr Solihull,
2012,,"Poplar  Rd,  Solihull","Poplar Rd, Solihull",
2012,,Poplar  Rd,Poplar Rd,
2012,,Poplar  Rd,Poplar Rd,
2012,,Poplar  Rd,Poplar Rd,
2012,,Poplar  Rd,Poplar Rd,
2012,,Poplar  Rd,Poplar Rd,
2012,,Poplar  Rd,Poplar Rd,
2012,,Poplar  Rd  Solihull,Poplar Rd Solihull,
2012,,Poplar  Rd  Solihull,Poplar Rd Solihull,
2012,,Poplar  Rd  Solihull,Poplar Rd Solihull,
2012,,"Poplar  Rd,  Solihull","Poplar Rd, Solihull",
2012,,"Poplar  Rd,  Solihull","Poplar Rd, Solihull",
2012,,"Poplar  Rd,  Solihull","Poplar Rd, Solihull",
2012,,"Poplar  Rd,  Solihull","Poplar Rd, Solihull",
2012,,Poplar  Way.,Poplar Way.,
2012,,Ppoplar  Rd,Ppoplar Rd,
2012,,"Premier  Inn,  Statford  Rd","Premier Inn, Statford Rd",
2012,,"Radlow  Crescent,  Marston  Green","Radlow Crescent, Marston Green",
2012,,Ramada  Hotel,Ramada Hotel,
2012,,Rover  Drive,Rover Drive,
2012,,Rover  Drive,Rover Drive,
2012,,Saddlers  Arms,Saddlers Arms,
2012,,Shirral  Grove,Shirral Grove,
2012,,Solihull  High  St,Solihull High St,
2012,,Solihull  High  St,Solihull High St,
2012,,Solihull  Town  Ctr,Solihull Town Ctr,
2012,,Solihull  Town  Ctr,Solihull Town Ctr,
2012,,Solihull  Town  Ctr,Solihull Town Ctr,
2012,,Solihull  Town  Ctr,Solihull Town Ctr,
2012,,Station  Rd  Solihull,Station Rd Solihull,
2012,,Station  Rd,Station Rd,
2012,,Station  Rd,Station Rd,
2012,,Station  Rd  Solihull,Station Rd Solihull,
2012,,"Station  Rd,  Solihull.","Station Rd, Solihull.",
2012,,Statford  Rd,Statford Rd,
2012,,Statford  Rd  Shirley,Statford Rd Shirley,
2012,,The  Bear  At  Berkswell,The Bear At Berkswell,
2012,,The  Cresent  Solihull,The Cresent Solihull,
2012,,The  Radleys,The Radleys,
2012,,"Three  Horseshoes,  Sheldon","Three Horseshoes, Sheldon",
2012,,Touchwood  Ctr,Touchwood Ctr,
2012,,Warwick  Rd,Warwick Rd,
2012,,Warwick  Rd  Olton,Warwick Rd Olton,
2012,,Warwick  Rd  Solihull,Warwick Rd Solihull,
2012,,Widney  Ln/  Blossomfield  Tennis  Club,Widney Ln/ Blossomfield Tennis Club,
2012,Sandwell,Abraham  Darby  Public  House,Abraham Darby Public House,
2012,,"All  Saints  Way,  West  Bromwich","All Saints Way, West Bromwich",
2012,,Arcadian          Birmingham,Arcadian ?????? Birmingham,
2012,,Arcadian          Birmingham,Arcadian ?????? Birmingham,
2012,,Asda  Great  Bridge,Asda Great Bridge,
2012,,Bearwood  High  St,Bearwood High St,
2012,,Bearwood  High  St,Bearwood High St,
2012,,Bearwood  High  St,Bearwood High St,
2012,,Bearwood  Rd,Bearwood Rd,
2012,,Bearwood  Rd,Bearwood Rd,
2012,,Bearwood  Rd,Bearwood Rd,
2012,,"Bet  Fred,  Duchess  Park,  West  Bromwich","Bet Fred, Duchess Park, West Bromwich",
2012,,"Betfred,  West  Bromwich","Betfred, West Bromwich",
2012,,Bham  St  Stourbridge,Bham St Stourbridge,
2012,,"Birch  Rd,  Oldbury","Birch Rd, Oldbury",
2012,,Blackheath  Housing  Office,Blackheath Housing Office,
2012,,"Bourne  Ave,  Tipton","Bourne Ave, Tipton",
2012,,Bridge  St,Bridge St,
2012,,Bridgnorth  Rd,Bridgnorth Rd,
2012,,Brook  St,Brook St,
2012,,Burntree,Burntree,
2012,,Cape  Hill,Cape Hill,
2012,,"Carters  Green,  West  Bromwich","Carters Green, West Bromwich",
2012,,"Carters  Green,  West  Bromwich","Carters Green, West Bromwich",
2012,,"Carters  Green,  West  Bromwich","Carters Green, West Bromwich",
2012,,Causeway  Rowley,Causeway Rowley,
2012,,"Chapel  St,  Oldbury","Chapel St, Oldbury",
2012,,"Chip  Shop,  Great  Bridge  Tipton","Chip Shop, Great Bridge Tipton",
2012,,Church  St  Old  Hill,Church St Old Hill,
2012,,Church  St  Oldbury,Church St Oldbury,
2012,,"Church  St,  Oldbury","Church St, Oldbury",
2012,,Clairmint  Rd  Smethwick,Clairmint Rd Smethwick,
2012,,Claremont  Rd  Smethwick,Claremont Rd Smethwick,
2012,,Clifford  Rd,Clifford Rd,
2012,,"Collins  St,  West  Bromwich","Collins St, West Bromwich",
2012,,"Collins  St,  West  Bromwich","Collins St, West Bromwich",
2012,,Cumberland  Rd  Wednesbury,Cumberland Rd Wednesbury,
2012,,Delville  Terrace,Delville Terrace,
2012,,Desi  Marsla  West  Bromwich,Desi Marsla West Bromwich,
2012,,Dilshad  Restaurant  Oldbury  Rd  Blackheath,Dilshad Restaurant Oldbury Rd Blackheath,
2012,,Dudley  Rd,Dudley Rd,
2012,,Dudley  Rd  East,Dudley Rd East,
2012,,Dudley  Rd  East  Tividale,Dudley Rd East Tividale,
2012,,"Edward  St,  West  Bromwich","Edward St, West Bromwich",
2012,,"Elm  Tree  Way,  Cradley  Heath","Elm Tree Way, Cradley Heath",
2012,,Forge  Ln,Forge Ln,
2012,,Front  Office  Smethwick,Front Office Smethwick,
2012,,Grange  Rd  Cradley,Grange Rd Cradley,
2012,,"Gregory  Ave,  Weoley  Castle","Gregory Ave, Weoley Castle",
2012,,H/A,H/A,
2012,,Habberly  Rd,Habberly Rd,
2012,,Hagley  Rd  West,Hagley Rd West,
2012,,Haig  St,Haig St,
2012,,"Halesowen  Rd,  Cradley","Halesowen Rd, Cradley",
2012,,Hannover  Rd,Hannover Rd,
2012,,"Hanover  Rd,  Rowley  Regis","Hanover Rd, Rowley Regis",
2012,,Harborne  Stores  Harborne,Harborne Stores Harborne,
2012,,Harborne  Stores  Harborne,Harborne Stores Harborne,
2012,,Hargate  Arms  Public  House,Hargate Arms Public House,
2012,,"Hasbury  Ph,  Halesowen","Hasbury Ph, Halesowen",
2012,,"Hasbury  Ph,  Halesowen","Hasbury Ph, Halesowen",
2012,,"Hasbury  Ph,  Halesowen","Hasbury Ph, Halesowen",
2012,,Henderson  Way,Henderson Way,
2012,,Hermit  St,Hermit St,
2012,,High  St  Smethwick,High St Smethwick,
2012,,High  St  Wb,High St Wb,
2012,,High  St  West  Brom,High St West Brom,
2012,,High  St  West  Bromwich,High St West Bromwich,
2012,,High  St  Smethwick,High St Smethwick,
2012,,High  St  Wednesbury,High St Wednesbury,
2012,,High  St  West  Bromwich,High St West Bromwich,
2012,,High  St  Wollaston.,High St Wollaston.,
2012,,"High  St,  Smethwick","High St, Smethwick",
2012,,"High  St,  Smethwick","High St, Smethwick",
2012,,"High  St,  Wednesbury","High St, Wednesbury",
2012,,"High  St,  West  Bromwich","High St, West Bromwich",
2012,,"High  St,  West  Bromwich","High St, West Bromwich",
2012,,"High  St,  West  Bromwich","High St, West Bromwich",
2012,,"High  St,  West  Bromwich","High St, West Bromwich",
2012,,"High  St,  West  Bromwich.","High St, West Bromwich.",
2012,,High  Stm  West  Brom,High Stm West Brom,
2012,,"Hill  Top,  West  Bromwich","Hill Top, West Bromwich",
2012,,Holiday  Inn  Oldbury,Holiday Inn Oldbury,
2012,,Holiday  Inn  Oldbury,Holiday Inn Oldbury,
2012,,Holly  Ln,Holly Ln,
2012,,Horseley  Heath,Horseley Heath,
2012,,Horsley  Heath  Rd,Horsley Heath Rd,
2012,,Johnson  Rd,Johnson Rd,
2012,,King  St  Dudley,King St Dudley,
2012,,Knights  Quest  Blackheath,Knights Quest Blackheath,
2012,,Lakeside  Ph  Car  Park,Lakeside Ph Car Park,
2012,,Littleton  St  West  Bromwich,Littleton St West Bromwich,
2012,,Londonderry  Ln,Londonderry Ln,
2012,,Londonderry  Rd,Londonderry Rd,
2012,,Long  Ln,Long Ln,
2012,,"Mallen  St  ,  Oldbury","Mallen St , Oldbury",
2012,,"Market  Place,  Dudley","Market Place, Dudley",
2012,,Mcdonalds  Great  Bridge,Mcdonalds Great Bridge,
2012,,Mill  Hill  Smethwick,Mill Hill Smethwick,
2012,,Millfields  Rd,Millfields Rd,
2012,,Moor  St,Moor St,
2012,,Moore  St,Moore St,
2012,,"Newton  Rd,  Great  Barr","Newton Rd, Great Barr",
2012,,"Nimth  Rd,  Dudley","Nimth Rd, Dudley",
2012,,"Nimth  Rd,  Dudley","Nimth Rd, Dudley",
2012,,"Nimth  Rd,  Dudley","Nimth Rd, Dudley",
2012,,"Nimth  Rd,  Dudley","Nimth Rd, Dudley",
2012,,"Nimth  Rd,  Dudley","Nimth Rd, Dudley",
2012,,"Nimth  Rd,  Dudley","Nimth Rd, Dudley",
2012,,"Nimth  Rd,  Dudley","Nimth Rd, Dudley",
2012,,"Nimth  Rd,  Dudley","Nimth Rd, Dudley",
2012,,"Nimth  Rd,  Dudley","Nimth Rd, Dudley",
2012,,"Nimth  Rd,  Dudley","Nimth Rd, Dudley",
2012,,"Nimth  Rd,  Dudley","Nimth Rd, Dudley",
2012,,"O/S  Hotel  Denara,    Bearwood","O/S Hotel Denara,  Bearwood",
2012,,Old  Chapel  Rd,Old Chapel Rd,
2012,,Oldbury  Rd,Oldbury Rd,
2012,,Oldbury  Rd  Oldbury,Oldbury Rd Oldbury,
2012,,Peaks  Rd,Peaks Rd,
2012,,"Pound  Rd,  Oldbury","Pound Rd, Oldbury",
2012,,"Pound  Rd,  Oldbury","Pound Rd, Oldbury",
2012,,"Powke  Ln,  Oldbury","Powke Ln, Oldbury",
2012,,Powys  Ave,Powys Ave,
2012,,Pritchard  Close,Pritchard Close,
2012,,"Queens  Rd,  Smethwick","Queens Rd, Smethwick",
2012,,"Ragland  Rd,  Smethwick","Ragland Rd, Smethwick",
2012,,Reform  Way,Reform Way,
2012,,Regent  Court  Smethwick,Regent Court Smethwick,
2012,,"Regent  Rd,  Tividale","Regent Rd, Tividale",
2012,,Rolf  St  Station,Rolf St Station,
2012,,"Royal  Chicken,  Horsley  Heath","Royal Chicken, Horsley Heath",
2012,,Samson  And  Lion  Pub,Samson And Lion Pub,
2012,,Sandwell  Hospital,Sandwell Hospital,
2012,,School  St,School St,
2012,,School  St,School St,
2012,,Sedgley  Rd  West,Sedgley Rd West,
2012,,Sedgley  Rd  West,Sedgley Rd West,
2012,,Shaftsbury  St,Shaftsbury St,
2012,,Slater  St  Great  Bridge,Slater St Great Bridge,
2012,,South  Bank  Rd,South Bank Rd,
2012,,"Spon  Ln,  West  Bromwich","Spon Ln, West Bromwich",
2012,,St  Micheals  St  West  Brom,St Micheals St West Brom,
2012,,Stone  St,Stone St,
2012,,Stourbridge  High  St,Stourbridge High St,
2012,,Stourbridge  Rd,Stourbridge Rd,
2012,,Stuart  Rd          Rowley  Regis,Stuart Rd ?????? Rowley Regis,
2012,,Tame  Rd,Tame Rd,
2012,,"Tesco  Express,  Selly  Oak","Tesco Express, Selly Oak",
2012,,Tescos  Burntree,Tescos Burntree,
2012,,The  Legends,The Legends,
2012,,Upper  High  St,Upper High St,
2012,,Vicarage  Rd  Smethwick,Vicarage Rd Smethwick,
2012,,"Victoria  Park,  Tipton","Victoria Park, Tipton",
2012,,Victoria  Suite  Wimdmill  Ln,Victoria Suite Wimdmill Ln,
2012,,Walsall  Rd,Walsall Rd,
2012,,Walter  St  West  Bromwich,Walter St West Bromwich,
2012,,Walter  St  West  Bromwich,Walter St West Bromwich,
2012,,Waterloo  Rd,Waterloo Rd,
2012,,West  Brom  High  St,West Brom High St,
2012,,West  Brom  High  St,West Brom High St,
2012,,West  Brom  High  St,West Brom High St,
2012,,West  Bromwich  Police  Station,West Bromwich Police Station,
2012,,West  Bromwich  Police  Statiopn,West Bromwich Police Statiopn,
2012,,West  Park  Wolverhampton,West Park Wolverhampton,
2012,,Windmill  Ln,Windmill Ln,
2012,,Windmill  Ln,Windmill Ln,
2012,,Windmill  Ln,Windmill Ln,
2012,Walsall,Abelwell  St  Walsall,Abelwell St Walsall,
2012,,Abelwell  St  Walsall,Abelwell St Walsall,
2012,,Ablewell  St,Ablewell St,
2012,,"Ablewell  St,  Walsall","Ablewell St, Walsall",
2012,,"Ablewell  St,  Walsall","Ablewell St, Walsall",
2012,,"Ablewell  St,  Walsall","Ablewell St, Walsall",
2012,,Abu  Baka  Car  Park  Wednesbury  Rd,Abu Baka Car Park Wednesbury Rd,
2012,,Bar  Sport  Bridge  St,Bar Sport Bridge St,
2012,,Barons  Court  Hotel,Barons Court Hotel,
2012,,"Beaton  Close,Willenhall","Beaton Close,Willenhall",
2012,,Bentley  Ln,Bentley Ln,
2012,,Bentley  Ln,Bentley Ln,
2012,,Bentley  Ln,Bentley Ln,
2012,,Bilston  St,Bilston St,
2012,,Bilston  St,Bilston St,
2012,,Bilston  St,Bilston St,
2012,,Birmingham  Rd  Walsall,Birmingham Rd Walsall,
2012,,Blowwich  Rd,Blowwich Rd,
2012,,Bloxwich  Ln  North,Bloxwich Ln North,
2012,,Bloxwich  Rd,Bloxwich Rd,
2012,,Bloxwich  Rd,Bloxwich Rd,
2012,,Bloxwich  Rd,Bloxwich Rd,
2012,,"Blue  Ln,  Walsall","Blue Ln, Walsall",
2012,,Bradford    Place,Bradford  Place,
2012,,Bradford  Place,Bradford Place,
2012,,Bradford  Place,Bradford Place,
2012,,Bradford  Place,Bradford Place,
2012,,Bradford  Place  Walsall,Bradford Place Walsall,
2012,,Bradford  Place  Walsall,Bradford Place Walsall,
2012,,Bradford  Place  Walsall,Bradford Place Walsall,
2012,,"Bradford  Place,  Walsall","Bradford Place, Walsall",
2012,,"Bradford  Place,  Walsall","Bradford Place, Walsall",
2012,,"Bradford  Place,  Walsall","Bradford Place, Walsall",
2012,,"Bradford  Place,  Walsall","Bradford Place, Walsall",
2012,,"Bradford  Place,  Walsall","Bradford Place, Walsall",
2012,,"Bradford  Place,  Walsall  Town  Ctr","Bradford Place, Walsall Town Ctr",
2012,,Bradford  St,Bradford St,
2012,,Bradford  St,Bradford St,
2012,,Bradford  St  Walsall,Bradford St Walsall,
2012,,"Bradford  St,  Walsall","Bradford St, Walsall",
2012,,"Bradford  St,  Walsall","Bradford St, Walsall",
2012,,"Bradford  St,Walsall","Bradford St,Walsall",
2012,,Bridge  St,Bridge St,
2012,,Bridge  St  Walsall,Bridge St Walsall,
2012,,Bridge  St  Walsall,Bridge St Walsall,
2012,,"Bridge  St,  Walsall","Bridge St, Walsall",
2012,,"Bridge  St,  Walsall","Bridge St, Walsall",
2012,,Bridge  St,Bridge St,
2012,,Bridge  St,Bridge St,
2012,,Bridge  St,Bridge St,
2012,,Bridge  St,Bridge St,
2012,,Bridge  St,Bridge St,
2012,,Bridge  St,Bridge St,
2012,,Bridge  St,Bridge St,
2012,,Bridge  St,Bridge St,
2012,,Bridge  St,Bridge St,
2012,,Bridge  St,Bridge St,
2012,,Bridge  St,Bridge St,
2012,,Bridge  St  Walsall,Bridge St Walsall,
2012,,Bridge  St  Walsall,Bridge St Walsall,
2012,,Bridge  St  Walsall,Bridge St Walsall,
2012,,Bridge  St  Walsall,Bridge St Walsall,
2012,,Bridge  St  Walsall,Bridge St Walsall,
2012,,Bridge  St  Walsall,Bridge St Walsall,
2012,,Bridge  St  Walsall  Town  Ctr,Bridge St Walsall Town Ctr,
2012,,"Bridge  St,  Walsall","Bridge St, Walsall",
2012,,"Bridge  St,  Walsall","Bridge St, Walsall",
2012,,"Bridge  St,  Walsall","Bridge St, Walsall",
2012,,"Bridge  St,  Walsall","Bridge St, Walsall",
2012,,"Bridge  St,  Walsall","Bridge St, Walsall",
2012,,"Bridge  St,  Walsall","Bridge St, Walsall",
2012,,"Bridge  St,  Walsall","Bridge St, Walsall",
2012,,"Bridge  St,  Walsall","Bridge St, Walsall",
2012,,"Bridge  St,  Walsall","Bridge St, Walsall",
2012,,"Bridge  St,  Walsall","Bridge St, Walsall",
2012,,"Bridge  St,  Walsall","Bridge St, Walsall",
2012,,"Bridge  St,  Walsall","Bridge St, Walsall",
2012,,"Bridge  St,  Walsall","Bridge St, Walsall",
2012,,"Bridge  St,  Walsall","Bridge St, Walsall",
2012,,"Bridge  St,  Walsall","Bridge St, Walsall",
2012,,"Bridge  St,  Walsall","Bridge St, Walsall",
2012,,"Bridge  St,  Walsall","Bridge St, Walsall",
2012,,"Bridge  St,  Walsall","Bridge St, Walsall",
2012,,"Bridge  St,Walsall","Bridge St,Walsall",
2012,,"Bridge  St,Walsall","Bridge St,Walsall",
2012,,"Bridge  St,Walsall","Bridge St,Walsall",
2012,,"Bridge  St,Walsall  Town  Ctr","Bridge St,Walsall Town Ctr",
2012,,Broad  Meddows  Rd,Broad Meddows Rd,
2012,,"Broadway  North,  Walsall","Broadway North, Walsall",
2012,,"Bus  Station,  St  Paul's,  Walsall","Bus Station, St Paul's, Walsall",
2012,,"Bus  Station,  St  Pauls,  Walsall.","Bus Station, St Pauls, Walsall.",
2012,,Calderfields  Golf  Club,Calderfields Golf Club,
2012,,Cambridge  Ph,Cambridge Ph,
2012,,"Cambridge  Ph,  Arundel  St","Cambridge Ph, Arundel St",
2012,,Cannock  Rd,Cannock Rd,
2012,,Cannock  Rd  Willenhall,Cannock Rd Willenhall,
2012,,"Car  Park  Shire  Oak  Public  House,  Chester  Rd,  Brownhills","Car Park Shire Oak Public House, Chester Rd, Brownhills",
2012,,"Car  Park,  Shire  Oak  Ph,  Lichfield  Rd","Car Park, Shire Oak Ph, Lichfield Rd",
2012,,Castle  St,Castle St,
2012,,"Cemetary  Rd,  Willenhall","Cemetary Rd, Willenhall",
2012,,"Church  Rd,  Pelsall","Church Rd, Pelsall",
2012,,Churchfield  Ave  Tipton,Churchfield Ave Tipton,
2012,,Collinwood  Drive,Collinwood Drive,
2012,,"Colthom  Rd,  Willenhall","Colthom Rd, Willenhall",
2012,,"Coral  Bookmakers,  High  St,  Smethwick","Coral Bookmakers, High St, Smethwick",
2012,,"Coral  Bookmakers,  Smethwick  High  St.","Coral Bookmakers, Smethwick High St.",
2012,,"Coral  Bookmakers,  Smethwick  High  St.","Coral Bookmakers, Smethwick High St.",
2012,,"Coral  Bookmakers,  Smethwick  High  St.","Coral Bookmakers, Smethwick High St.",
2012,,"Coral  Bookmakers,  Smethwick  High  St.","Coral Bookmakers, Smethwick High St.",
2012,,"Coral  Bookmakers,  Smethwick  High  St.","Coral Bookmakers, Smethwick High St.",
2012,,"Coral  Bookmakers,  Smethwick  High  St.","Coral Bookmakers, Smethwick High St.",
2012,,Countess  St,Countess St,
2012,,"County  Hotel,  Walsall","County Hotel, Walsall",
2012,,Crown  Wharf,Crown Wharf,
2012,,"Crown  Wharf,  Walsall","Crown Wharf, Walsall",
2012,,"Crown  Wharf,  Walsall","Crown Wharf, Walsall",
2012,,"Crown  Wharf,  Walsall","Crown Wharf, Walsall",
2012,,"Crown  Wharf,  Walsall","Crown Wharf, Walsall",
2012,,"Crown  Wharf,  Walsall","Crown Wharf, Walsall",
2012,,"Crown  Wharf,  Walsall","Crown Wharf, Walsall",
2012,,"Crown  Wharf,  Walsall","Crown Wharf, Walsall",
2012,,Dalkeith  St,Dalkeith St,
2012,,"Darwall  St,  Walsall","Darwall St, Walsall",
2012,,Darwell  St  Walsall,Darwell St Walsall,
2012,,Darwell  St,Darwell St,
2012,,Darwell  St,Darwell St,
2012,,Darwell  St,Darwell St,
2012,,Darwell  St,Darwell St,
2012,,Deans  Rd,Deans Rd,
2012,,"Dorest  Drive,  Aldridge","Dorest Drive, Aldridge",
2012,,Dudley  Port,Dudley Port,
2012,,"Ernest  Clark  Close,  Willenhall","Ernest Clark Close, Willenhall",
2012,,Fisher  St  Whall,Fisher St Whall,
2012,,"Florence  St,  Walsall","Florence St, Walsall",
2012,,Foley  Arms,Foley Arms,
2012,,Foley  Rd  West,Foley Rd West,
2012,,"Four  Crosses,Shelfield,Walsall","Four Crosses,Shelfield,Walsall",
2012,,Grange  Crescent,Grange Crescent,
2012,,Grange  Crescent,Grange Crescent,
2012,,"Great  Arthur  St,  Smethwick","Great Arthur St, Smethwick",
2012,,Great  Bridge  Rd,Great Bridge Rd,
2012,,Great  Bridge  Rd  Moxley,Great Bridge Rd Moxley,
2012,,Green  Ln  Walsall,Green Ln Walsall,
2012,,Hatherton  St  Walsall,Hatherton St Walsall,
2012,,"Hatherton  St,  Walsall","Hatherton St, Walsall",
2012,,Heathfield  Ln  West,Heathfield Ln West,
2012,,High  Rd  Willenhall,High Rd Willenhall,
